source,chunk_idx,section,type,context,question
03_1%20HUST's%20ACADEMIC%20REGULATIONS-2025_Final.pdf,75,ROOT,section,"Doctoral candidates are considered official members of the school/faculty/institute (hereinafter referred to as the academic unit) immediately after the decision recognizing them as doctoral candidates is issued; they are subject to be under supervision and monitoring of their academic and research plans by the academic unit.

Based on the standard academic plan of the doctoral program, doctoral candidates must develop their own detailed plans by semester and academic year, and report them to the academic unit and the supervisor for approval.

Doctoral candidates must fully participate and present their reports at periodic scientific seminars held by the academic unit; they are responsible for reporting academic and research progress as required by both the academic unit and the doctoral candidate management unit.

Every six months from the date of the decision on doctoral candidate  recognization, candidates must present a progress report covering the previous six months' progress at a scientific seminar organized by the academic unit and submit the report to the Department of Academic Affairs of HUST.

Supplementary courses are designed to equip doctoral candidates with knowledge and professional competence to conduct their research projects.

For candidates already holding a master's degree: the amount of supplementary coursework is determined based on the completed master's level courses, the knowledge that needs updating or adding, and the requirements of the field and research topic. A minimum of 4 supplementary credits, equivalent to 2 courses, is required.

For candidates without a master's degree: supplementary courses include all courses in a research-oriented master's program in the relevant field, excluding the master's thesis.

Doctoral candidates must take supplementary courses within the programs (undergraduate or master's levels) they are in and attend the corresponding classes of that program.

Doctoral courses aim to deepen theoretical understanding, update the latest knowledge in the field, develop research methodology, and improve the application of research methods in the chosen research area or topic.

Each candidate must complete a minimum of 8 credits, equivalent to 3-4 doctoral courses.

Candidates must complete the academic registration via their academic account within the first 4 weeks of the semester. A doctoral course is delivered if there are at least 5 doctoral candidates

enrolled; if there are less than 5 doctoral candidates, the course may be offered in the form of a capstone project, thesis, or specialized essay to replace classroom instruction.",Mỗi khóa học tiến sĩ phải có ít nhất bao nhiêu nghiên cứu sinh để được tổ chức?
06_%20Quy%20%C4%91%E1%BB%8Bnh%20ngo%E1%BA%A1i%20ng%E1%BB%AF%20t%E1%BB%AB%20K70_ch%C3%ADnh%20quy_final.pdf,24,ROOT,table,"(Kèm theo Quyết định số

/QĐ -

ĐHBK ngày tháng  năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)

Bảng 5.1 Danh mục các học phần tiếng Pháp thuộc khối ngoại ngữ cơ bản và điều kiện miễn học

|TT |Mã học phần |Tên học phần    |Thời lượng |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |
|------|-------------------|----------------------|-----------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|
|TT |Mã học phần |Tên học phần    |Thời lượng |Nhóm 1                                                  |Nhóm 2                                                  |Nhóm 3                                                    |
| 1  |FL1801            |Tiếng Pháp PFIEV 1 |3(1-4-0-6)   |Kỳ 1                                                     | M                                                         | M                                                         |
| 2  |FL1802            |Tiếng Pháp PFIEV 2 |3(1-4-0-6)   |Kỳ 2                                                     | M                                                         | M                                                         |
| 3  |FL1803            |Tiếng Pháp PFIEV 3 |3(1-4-0-6)  |ĐK (Kỳ 3)                                                |Kỳ 1                                                     | M                                                         |
| 4  |FL1804            |Tiếng Pháp PFIEV 4 |3(1-4-0-6)  |ĐK (Kỳ 4)                                                |Kỳ 2                                                     | M                                                         |

Nhóm 1

:Đạt trình độ dưới mức DELF A1 hoặc tương đương;

Nhóm 2

:Đạt trình độ DELF A1 hoặc tương đương;

Nhóm 3

:Đạt trình độ DELF A2 hoặc tương đương;

M: được miễn học (ghi điểm R).

Kỳ

1: Được xếp học ở kỳ 1

Kỳ

2: Được xếp học ở kỳ

2

ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT theo kỳ tương ứng (trong Bảng 5.1) nếu chưa học hoặc chưa được miễn.",Mã học phần của học phần tiếng Pháp PFIEV 1 là gì?
06_%20Quy%20%C4%91%E1%BB%8Bnh%20ngo%E1%BA%A1i%20ng%E1%BB%AF%20t%E1%BB%AB%20K70_ch%C3%ADnh%20quy_final.pdf,24,ROOT,table,"(Kèm theo Quyết định số

/QĐ -

ĐHBK ngày tháng  năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)

Bảng 5.1 Danh mục các học phần tiếng Pháp thuộc khối ngoại ngữ cơ bản và điều kiện miễn học

|TT |Mã học phần |Tên học phần    |Thời lượng |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |
|------|-------------------|----------------------|-----------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|
|TT |Mã học phần |Tên học phần    |Thời lượng |Nhóm 1                                                  |Nhóm 2                                                  |Nhóm 3                                                    |
| 1  |FL1801            |Tiếng Pháp PFIEV 1 |3(1-4-0-6)   |Kỳ 1                                                     | M                                                         | M                                                         |
| 2  |FL1802            |Tiếng Pháp PFIEV 2 |3(1-4-0-6)   |Kỳ 2                                                     | M                                                         | M                                                         |
| 3  |FL1803            |Tiếng Pháp PFIEV 3 |3(1-4-0-6)  |ĐK (Kỳ 3)                                                |Kỳ 1                                                     | M                                                         |
| 4  |FL1804            |Tiếng Pháp PFIEV 4 |3(1-4-0-6)  |ĐK (Kỳ 4)                                                |Kỳ 2                                                     | M                                                         |

Nhóm 1

:Đạt trình độ dưới mức DELF A1 hoặc tương đương;

Nhóm 2

:Đạt trình độ DELF A1 hoặc tương đương;

Nhóm 3

:Đạt trình độ DELF A2 hoặc tương đương;

M: được miễn học (ghi điểm R).

Kỳ

1: Được xếp học ở kỳ 1

Kỳ

2: Được xếp học ở kỳ

2

ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT theo kỳ tương ứng (trong Bảng 5.1) nếu chưa học hoặc chưa được miễn.",Thời lượng của học phần tiếng Pháp PFIEV 1 là bao nhiêu?
06_%20Quy%20%C4%91%E1%BB%8Bnh%20ngo%E1%BA%A1i%20ng%E1%BB%AF%20t%E1%BB%AB%20K70_ch%C3%ADnh%20quy_final.pdf,24,ROOT,table,"(Kèm theo Quyết định số

/QĐ -

ĐHBK ngày tháng  năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)

Bảng 5.1 Danh mục các học phần tiếng Pháp thuộc khối ngoại ngữ cơ bản và điều kiện miễn học

|TT |Mã học phần |Tên học phần    |Thời lượng |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |
|------|-------------------|----------------------|-----------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|
|TT |Mã học phần |Tên học phần    |Thời lượng |Nhóm 1                                                  |Nhóm 2                                                  |Nhóm 3                                                    |
| 1  |FL1801            |Tiếng Pháp PFIEV 1 |3(1-4-0-6)   |Kỳ 1                                                     | M                                                         | M                                                         |
| 2  |FL1802            |Tiếng Pháp PFIEV 2 |3(1-4-0-6)   |Kỳ 2                                                     | M                                                         | M                                                         |
| 3  |FL1803            |Tiếng Pháp PFIEV 3 |3(1-4-0-6)  |ĐK (Kỳ 3)                                                |Kỳ 1                                                     | M                                                         |
| 4  |FL1804            |Tiếng Pháp PFIEV 4 |3(1-4-0-6)  |ĐK (Kỳ 4)                                                |Kỳ 2                                                     | M                                                         |

Nhóm 1

:Đạt trình độ dưới mức DELF A1 hoặc tương đương;

Nhóm 2

:Đạt trình độ DELF A1 hoặc tương đương;

Nhóm 3

:Đạt trình độ DELF A2 hoặc tương đương;

M: được miễn học (ghi điểm R).

Kỳ

1: Được xếp học ở kỳ 1

Kỳ

2: Được xếp học ở kỳ

2

ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT theo kỳ tương ứng (trong Bảng 5.1) nếu chưa học hoặc chưa được miễn.",Học phần tiếng Pháp PFIEV 1 được miễn học và học kỳ xếp lớp học ở kỳ nào?
06_%20Quy%20%C4%91%E1%BB%8Bnh%20ngo%E1%BA%A1i%20ng%E1%BB%AF%20t%E1%BB%AB%20K70_ch%C3%ADnh%20quy_final.pdf,24,ROOT,table,"(Kèm theo Quyết định số

/QĐ -

ĐHBK ngày tháng  năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)

Bảng 5.1 Danh mục các học phần tiếng Pháp thuộc khối ngoại ngữ cơ bản và điều kiện miễn học

|TT |Mã học phần |Tên học phần    |Thời lượng |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |
|------|-------------------|----------------------|-----------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|
|TT |Mã học phần |Tên học phần    |Thời lượng |Nhóm 1                                                  |Nhóm 2                                                  |Nhóm 3                                                    |
| 1  |FL1801            |Tiếng Pháp PFIEV 1 |3(1-4-0-6)   |Kỳ 1                                                     | M                                                         | M                                                         |
| 2  |FL1802            |Tiếng Pháp PFIEV 2 |3(1-4-0-6)   |Kỳ 2                                                     | M                                                         | M                                                         |
| 3  |FL1803            |Tiếng Pháp PFIEV 3 |3(1-4-0-6)  |ĐK (Kỳ 3)                                                |Kỳ 1                                                     | M                                                         |
| 4  |FL1804            |Tiếng Pháp PFIEV 4 |3(1-4-0-6)  |ĐK (Kỳ 4)                                                |Kỳ 2                                                     | M                                                         |

Nhóm 1

:Đạt trình độ dưới mức DELF A1 hoặc tương đương;

Nhóm 2

:Đạt trình độ DELF A1 hoặc tương đương;

Nhóm 3

:Đạt trình độ DELF A2 hoặc tương đương;

M: được miễn học (ghi điểm R).

Kỳ

1: Được xếp học ở kỳ 1

Kỳ

2: Được xếp học ở kỳ

2

ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT theo kỳ tương ứng (trong Bảng 5.1) nếu chưa học hoặc chưa được miễn.",Học phần tiếng Pháp PFIEV 1 thuộc nhóm học phần nào?
06_%20Quy%20%C4%91%E1%BB%8Bnh%20ngo%E1%BA%A1i%20ng%E1%BB%AF%20t%E1%BB%AB%20K70_ch%C3%ADnh%20quy_final.pdf,24,ROOT,table,"(Kèm theo Quyết định số

/QĐ -

ĐHBK ngày tháng  năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)

Bảng 5.1 Danh mục các học phần tiếng Pháp thuộc khối ngoại ngữ cơ bản và điều kiện miễn học

|TT |Mã học phần |Tên học phần    |Thời lượng |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |
|------|-------------------|----------------------|-----------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|
|TT |Mã học phần |Tên học phần    |Thời lượng |Nhóm 1                                                  |Nhóm 2                                                  |Nhóm 3                                                    |
| 1  |FL1801            |Tiếng Pháp PFIEV 1 |3(1-4-0-6)   |Kỳ 1                                                     | M                                                         | M                                                         |
| 2  |FL1802            |Tiếng Pháp PFIEV 2 |3(1-4-0-6)   |Kỳ 2                                                     | M                                                         | M                                                         |
| 3  |FL1803            |Tiếng Pháp PFIEV 3 |3(1-4-0-6)  |ĐK (Kỳ 3)                                                |Kỳ 1                                                     | M                                                         |
| 4  |FL1804            |Tiếng Pháp PFIEV 4 |3(1-4-0-6)  |ĐK (Kỳ 4)                                                |Kỳ 2                                                     | M                                                         |

Nhóm 1

:Đạt trình độ dưới mức DELF A1 hoặc tương đương;

Nhóm 2

:Đạt trình độ DELF A1 hoặc tương đương;

Nhóm 3

:Đạt trình độ DELF A2 hoặc tương đương;

M: được miễn học (ghi điểm R).

Kỳ

1: Được xếp học ở kỳ 1

Kỳ

2: Được xếp học ở kỳ

2

ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT theo kỳ tương ứng (trong Bảng 5.1) nếu chưa học hoặc chưa được miễn.",Học phần tiếng Pháp PFIEV 1 có thời lượng bao nhiêu trong kỳ 1?
06_%20Quy%20%C4%91%E1%BB%8Bnh%20ngo%E1%BA%A1i%20ng%E1%BB%AF%20t%E1%BB%AB%20K70_ch%C3%ADnh%20quy_final.pdf,24,ROOT,table,"(Kèm theo Quyết định số

/QĐ -

ĐHBK ngày tháng  năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)

Bảng 5.1 Danh mục các học phần tiếng Pháp thuộc khối ngoại ngữ cơ bản và điều kiện miễn học

|TT |Mã học phần |Tên học phần    |Thời lượng |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |
|------|-------------------|----------------------|-----------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|
|TT |Mã học phần |Tên học phần    |Thời lượng |Nhóm 1                                                  |Nhóm 2                                                  |Nhóm 3                                                    |
| 1  |FL1801            |Tiếng Pháp PFIEV 1 |3(1-4-0-6)   |Kỳ 1                                                     | M                                                         | M                                                         |
| 2  |FL1802            |Tiếng Pháp PFIEV 2 |3(1-4-0-6)   |Kỳ 2                                                     | M                                                         | M                                                         |
| 3  |FL1803            |Tiếng Pháp PFIEV 3 |3(1-4-0-6)  |ĐK (Kỳ 3)                                                |Kỳ 1                                                     | M                                                         |
| 4  |FL1804            |Tiếng Pháp PFIEV 4 |3(1-4-0-6)  |ĐK (Kỳ 4)                                                |Kỳ 2                                                     | M                                                         |

Nhóm 1

:Đạt trình độ dưới mức DELF A1 hoặc tương đương;

Nhóm 2

:Đạt trình độ DELF A1 hoặc tương đương;

Nhóm 3

:Đạt trình độ DELF A2 hoặc tương đương;

M: được miễn học (ghi điểm R).

Kỳ

1: Được xếp học ở kỳ 1

Kỳ

2: Được xếp học ở kỳ

2

ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT theo kỳ tương ứng (trong Bảng 5.1) nếu chưa học hoặc chưa được miễn.",Học phần tiếng Pháp PFIEV 3 được miễn học và học kỳ xếp lớp học ở kỳ nào?
06_%20Quy%20%C4%91%E1%BB%8Bnh%20ngo%E1%BA%A1i%20ng%E1%BB%AF%20t%E1%BB%AB%20K70_ch%C3%ADnh%20quy_final.pdf,24,ROOT,table,"(Kèm theo Quyết định số

/QĐ -

ĐHBK ngày tháng  năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)

Bảng 5.1 Danh mục các học phần tiếng Pháp thuộc khối ngoại ngữ cơ bản và điều kiện miễn học

|TT |Mã học phần |Tên học phần    |Thời lượng |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |
|------|-------------------|----------------------|-----------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|
|TT |Mã học phần |Tên học phần    |Thời lượng |Nhóm 1                                                  |Nhóm 2                                                  |Nhóm 3                                                    |
| 1  |FL1801            |Tiếng Pháp PFIEV 1 |3(1-4-0-6)   |Kỳ 1                                                     | M                                                         | M                                                         |
| 2  |FL1802            |Tiếng Pháp PFIEV 2 |3(1-4-0-6)   |Kỳ 2                                                     | M                                                         | M                                                         |
| 3  |FL1803            |Tiếng Pháp PFIEV 3 |3(1-4-0-6)  |ĐK (Kỳ 3)                                                |Kỳ 1                                                     | M                                                         |
| 4  |FL1804            |Tiếng Pháp PFIEV 4 |3(1-4-0-6)  |ĐK (Kỳ 4)                                                |Kỳ 2                                                     | M                                                         |

Nhóm 1

:Đạt trình độ dưới mức DELF A1 hoặc tương đương;

Nhóm 2

:Đạt trình độ DELF A1 hoặc tương đương;

Nhóm 3

:Đạt trình độ DELF A2 hoặc tương đương;

M: được miễn học (ghi điểm R).

Kỳ

1: Được xếp học ở kỳ 1

Kỳ

2: Được xếp học ở kỳ

2

ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT theo kỳ tương ứng (trong Bảng 5.1) nếu chưa học hoặc chưa được miễn.",Học phần tiếng Pháp PFIEV 4 thuộc nhóm học phần nào?
06_%20Quy%20%C4%91%E1%BB%8Bnh%20ngo%E1%BA%A1i%20ng%E1%BB%AF%20t%E1%BB%AB%20K70_ch%C3%ADnh%20quy_final.pdf,24,ROOT,table,"(Kèm theo Quyết định số

/QĐ -

ĐHBK ngày tháng  năm 2025 của Giám đốc Đại học Bách khoa Hà Nội)

Bảng 5.1 Danh mục các học phần tiếng Pháp thuộc khối ngoại ngữ cơ bản và điều kiện miễn học

|TT |Mã học phần |Tên học phần    |Thời lượng |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |Học phần được miễn và học kỳ xếp lớp học  |
|------|-------------------|----------------------|-----------------|-----------------------------------------------------------|-----------------------------------------------------------|-----------------------------------------------------------|
|TT |Mã học phần |Tên học phần    |Thời lượng |Nhóm 1                                                  |Nhóm 2                                                  |Nhóm 3                                                    |
| 1  |FL1801            |Tiếng Pháp PFIEV 1 |3(1-4-0-6)   |Kỳ 1                                                     | M                                                         | M                                                         |
| 2  |FL1802            |Tiếng Pháp PFIEV 2 |3(1-4-0-6)   |Kỳ 2                                                     | M                                                         | M                                                         |
| 3  |FL1803            |Tiếng Pháp PFIEV 3 |3(1-4-0-6)  |ĐK (Kỳ 3)                                                |Kỳ 1                                                     | M                                                         |
| 4  |FL1804            |Tiếng Pháp PFIEV 4 |3(1-4-0-6)  |ĐK (Kỳ 4)                                                |Kỳ 2                                                     | M                                                         |

Nhóm 1

:Đạt trình độ dưới mức DELF A1 hoặc tương đương;

Nhóm 2

:Đạt trình độ DELF A1 hoặc tương đương;

Nhóm 3

:Đạt trình độ DELF A2 hoặc tương đương;

M: được miễn học (ghi điểm R).

Kỳ

1: Được xếp học ở kỳ 1

Kỳ

2: Được xếp học ở kỳ

2

ĐK: Sinh viên tự đăng ký học song hành với các học phần của CTĐT theo kỳ tương ứng (trong Bảng 5.1) nếu chưa học hoặc chưa được miễn.",Học phần tiếng Pháp PFIEV 2 có thời lượng bao nhiêu trong kỳ 2?
11-Mẫu CNHB KKHT 2025.docx,0,ROOT,table,"| BỘ GIÁO DỤC VÀ ĐÀO TẠO **ĐẠI HỌC BÁCH KHOA HÀ NỘI**| ##### CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM **GIẤY CHỨNG NHẬN** **SINH VIÊN ĐƯỢC HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP** **GIÁM ĐỐC ĐẠI HỌC BÁCH KHOA HÀ NỘI** ***Chứng nhận:*** Sinh viên:…………..…….…………..……. Ngày sinh:…………..……. Mã số sinh viên:…………..……. Lớp:…………..…….…………..…….…………..……. Khoá:…………..……. Hệ đào tạo: Đại học chính quy Được học bổng khuyến khích học tập loại:…………..……. Học kỳ…………; Năm học:………………………..|    | **TL. GIÁM ĐỐC** **TRƯỞNG BAN CÔNG TÁC SINH VIÊN**| |----|-------------------------------------------------------|  **Độc lập - Tự do - Hạnh phúc** *Hà Nội, ngày….. tháng …..năm……….*  |
|--------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|

BỘ GIÁO DỤC VÀ ĐÀO TẠO

ĐẠI HỌC BÁCH KHOA HÀ NỘI

GIẤY CHỨNG NHẬN

SINH VIÊN ĐƯỢC HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP

GIÁM ĐỐC ĐẠI HỌC BÁCH KHOA HÀ NỘI

Chứng nhận:

Sinh viên:…………..…….…………..…….

Ngày sinh:…………..…….

Mã số sinh viên:…………..…….

Lớp:…………..…….…………..…….…………..…….

Khoá:…………..…….

Hệ đào tạo: Đại học chính quy

Được học bổng khuyến khích học tập loại:…………..…….

Học kỳ…………; Năm học:………………………..",Sinh viên được học bổng khuyến khích học tập loại nào?
11-Mẫu CNHB KKHT 2025.docx,0,ROOT,table,"| BỘ GIÁO DỤC VÀ ĐÀO TẠO **ĐẠI HỌC BÁCH KHOA HÀ NỘI**| ##### CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM **GIẤY CHỨNG NHẬN** **SINH VIÊN ĐƯỢC HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP** **GIÁM ĐỐC ĐẠI HỌC BÁCH KHOA HÀ NỘI** ***Chứng nhận:*** Sinh viên:…………..…….…………..……. Ngày sinh:…………..……. Mã số sinh viên:…………..……. Lớp:…………..…….…………..…….…………..……. Khoá:…………..……. Hệ đào tạo: Đại học chính quy Được học bổng khuyến khích học tập loại:…………..……. Học kỳ…………; Năm học:………………………..|    | **TL. GIÁM ĐỐC** **TRƯỞNG BAN CÔNG TÁC SINH VIÊN**| |----|-------------------------------------------------------|  **Độc lập - Tự do - Hạnh phúc** *Hà Nội, ngày….. tháng …..năm……….*  |
|--------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|

BỘ GIÁO DỤC VÀ ĐÀO TẠO

ĐẠI HỌC BÁCH KHOA HÀ NỘI

GIẤY CHỨNG NHẬN

SINH VIÊN ĐƯỢC HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP

GIÁM ĐỐC ĐẠI HỌC BÁCH KHOA HÀ NỘI

Chứng nhận:

Sinh viên:…………..…….…………..…….

Ngày sinh:…………..…….

Mã số sinh viên:…………..…….

Lớp:…………..…….…………..…….…………..…….

Khoá:…………..…….

Hệ đào tạo: Đại học chính quy

Được học bổng khuyến khích học tập loại:…………..…….

Học kỳ…………; Năm học:………………………..",Sinh viên được học bổng khuyến khích học tập trong học kỳ nào?
11-Mẫu CNHB KKHT 2025.docx,0,ROOT,table,"| BỘ GIÁO DỤC VÀ ĐÀO TẠO **ĐẠI HỌC BÁCH KHOA HÀ NỘI**| ##### CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM **GIẤY CHỨNG NHẬN** **SINH VIÊN ĐƯỢC HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP** **GIÁM ĐỐC ĐẠI HỌC BÁCH KHOA HÀ NỘI** ***Chứng nhận:*** Sinh viên:…………..…….…………..……. Ngày sinh:…………..……. Mã số sinh viên:…………..……. Lớp:…………..…….…………..…….…………..……. Khoá:…………..……. Hệ đào tạo: Đại học chính quy Được học bổng khuyến khích học tập loại:…………..……. Học kỳ…………; Năm học:………………………..|    | **TL. GIÁM ĐỐC** **TRƯỞNG BAN CÔNG TÁC SINH VIÊN**| |----|-------------------------------------------------------|  **Độc lập - Tự do - Hạnh phúc** *Hà Nội, ngày….. tháng …..năm……….*  |
|--------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|

BỘ GIÁO DỤC VÀ ĐÀO TẠO

ĐẠI HỌC BÁCH KHOA HÀ NỘI

GIẤY CHỨNG NHẬN

SINH VIÊN ĐƯỢC HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP

GIÁM ĐỐC ĐẠI HỌC BÁCH KHOA HÀ NỘI

Chứng nhận:

Sinh viên:…………..…….…………..…….

Ngày sinh:…………..…….

Mã số sinh viên:…………..…….

Lớp:…………..…….…………..…….…………..…….

Khoá:…………..…….

Hệ đào tạo: Đại học chính quy

Được học bổng khuyến khích học tập loại:…………..…….

Học kỳ…………; Năm học:………………………..",Sinh viên được học bổng khuyến khích học tập trong năm học nào?
11-Mẫu CNHB KKHT 2025.docx,0,ROOT,table,"| BỘ GIÁO DỤC VÀ ĐÀO TẠO **ĐẠI HỌC BÁCH KHOA HÀ NỘI**| ##### CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM **GIẤY CHỨNG NHẬN** **SINH VIÊN ĐƯỢC HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP** **GIÁM ĐỐC ĐẠI HỌC BÁCH KHOA HÀ NỘI** ***Chứng nhận:*** Sinh viên:…………..…….…………..……. Ngày sinh:…………..……. Mã số sinh viên:…………..……. Lớp:…………..…….…………..…….…………..……. Khoá:…………..……. Hệ đào tạo: Đại học chính quy Được học bổng khuyến khích học tập loại:…………..……. Học kỳ…………; Năm học:………………………..|    | **TL. GIÁM ĐỐC** **TRƯỞNG BAN CÔNG TÁC SINH VIÊN**| |----|-------------------------------------------------------|  **Độc lập - Tự do - Hạnh phúc** *Hà Nội, ngày….. tháng …..năm……….*  |
|--------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|

BỘ GIÁO DỤC VÀ ĐÀO TẠO

ĐẠI HỌC BÁCH KHOA HÀ NỘI

GIẤY CHỨNG NHẬN

SINH VIÊN ĐƯỢC HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP

GIÁM ĐỐC ĐẠI HỌC BÁCH KHOA HÀ NỘI

Chứng nhận:

Sinh viên:…………..…….…………..…….

Ngày sinh:…………..…….

Mã số sinh viên:…………..…….

Lớp:…………..…….…………..…….…………..…….

Khoá:…………..…….

Hệ đào tạo: Đại học chính quy

Được học bổng khuyến khích học tập loại:…………..…….

Học kỳ…………; Năm học:………………………..",Sinh viên được học bổng khuyến khích học tập có mã số sinh viên là gì?
11-Mẫu CNHB KKHT 2025.docx,0,ROOT,table,"| BỘ GIÁO DỤC VÀ ĐÀO TẠO **ĐẠI HỌC BÁCH KHOA HÀ NỘI**| ##### CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM **GIẤY CHỨNG NHẬN** **SINH VIÊN ĐƯỢC HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP** **GIÁM ĐỐC ĐẠI HỌC BÁCH KHOA HÀ NỘI** ***Chứng nhận:*** Sinh viên:…………..…….…………..……. Ngày sinh:…………..……. Mã số sinh viên:…………..……. Lớp:…………..…….…………..…….…………..……. Khoá:…………..……. Hệ đào tạo: Đại học chính quy Được học bổng khuyến khích học tập loại:…………..……. Học kỳ…………; Năm học:………………………..|    | **TL. GIÁM ĐỐC** **TRƯỞNG BAN CÔNG TÁC SINH VIÊN**| |----|-------------------------------------------------------|  **Độc lập - Tự do - Hạnh phúc** *Hà Nội, ngày….. tháng …..năm……….*  |
|--------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|

BỘ GIÁO DỤC VÀ ĐÀO TẠO

ĐẠI HỌC BÁCH KHOA HÀ NỘI

GIẤY CHỨNG NHẬN

SINH VIÊN ĐƯỢC HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP

GIÁM ĐỐC ĐẠI HỌC BÁCH KHOA HÀ NỘI

Chứng nhận:

Sinh viên:…………..…….…………..…….

Ngày sinh:…………..…….

Mã số sinh viên:…………..…….

Lớp:…………..…….…………..…….…………..…….

Khoá:…………..…….

Hệ đào tạo: Đại học chính quy

Được học bổng khuyến khích học tập loại:…………..…….

Học kỳ…………; Năm học:………………………..",Sinh viên được học bổng khuyến khích học tập sinh vào lớp nào?
